problem_type,problem_ind,problem_id,perm_invariant,correct_answer,generated_response,generated_response_sum_logprob,generated_response_pred_set,generated_response_correct,mc_answer_logprobs,mc_response_index,mc_response,mc_response_sum_logprob,mc_response_correct,model,revision,instruct,model_family,model_n_params,training_step
three_rule_comb3,34,three_rule_comb3_34,False,[9 4 8],"9 4 8]
[1 3 6]",-3.1715259552001953,"[9, 4, 8]",True,"[-13.434659957885742, -9.806449890136719, -8.152473449707031, -5.727954864501953, -12.102741241455078, -0.6755771636962891, -7.562629699707031, -13.167512893676758]",5,9 4 8],-0.6755771636962891,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb4,34,three_rule_comb4_34,False,[6 6 8],"6 6 8]
[6 7 8]",-4.465694427490234,"[6, 6, 8]",True,"[-7.917690277099609, -6.836832046508789, -9.455394744873047, -8.110427856445312, -11.089391708374023, -1.5063800811767578, -11.244745254516602, -12.070650100708008]",5,6 6 8],-1.5063800811767578,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb5,34,three_rule_comb5_34,False,[4 0 5],"4 4 2]
[9 2 4]",-3.776174545288086,"[4, 4, 2]",False,"[-12.8466796875, -8.825410842895508, -11.383943557739258, -9.922473907470703, -5.016462326049805, -11.868083953857422, -12.806804656982422, -12.090583801269531]",4,4 0 5],-5.016462326049805,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb6,34,three_rule_comb6_34,False,[9 5 3],"5 3 6]
[3 5 6]",-8.936342239379883,"[5, 3, 6]",False,"[-3.9472618103027344, -5.921823501586914, -6.363916397094727, -6.907386779785156, -7.121191024780273, -6.662815093994141, -5.792455673217773, -6.39747428894043]",0,9 5 3],-3.9472618103027344,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb7,34,three_rule_comb7_34,False,[6 5 4],"6 8 5]
[6 8 5]",-10.920879364013672,"[6, 8, 5]",False,"[-5.886274337768555, -6.579568862915039, -6.9579925537109375, -6.237636566162109, -6.190418243408203, -5.642055511474609, -6.071002960205078, -7.2232666015625]",5,6 5 3],-5.642055511474609,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb8,34,three_rule_comb8_34,False,[6 8 5],"6 5 2]
[1 7 4]",-2.537626266479492,"[6, 5, 2]",False,"[-6.486444473266602, -7.97639274597168, -9.391870498657227, -7.496707916259766, -9.938055038452148, -10.333454132080078, -7.464296340942383, -9.779178619384766]",0,8 6 3],-6.486444473266602,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb9,34,three_rule_comb9_34,False,[9 4 2],"9 4 2]
[8 5 3]",-1.3640117645263672,"[9, 4, 2]",True,"[-0.7762947082519531, -12.234424591064453, -10.390594482421875, -4.802755355834961, -12.354578018188477, -7.3370513916015625, -10.144721984863281, -2.6642303466796875]",0,9 4 2],-0.7762947082519531,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c3_set_union,34,c3_set_union_34,True,[6 5 1 4],"6 5 4]
[6 6] [",-3.6310958862304688,[4 5 6],False,"[0.0, -6.079494476318359, -1.5763626098632812, -6.519233703613281, -5.028079986572266, -6.373725891113281, -2.6170501708984375, -2.0288925170898438]",0,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c1_set_union,34,c1_set_union_34,True,[3],"3]
[7 6] [7]",-3.545560836791992,[3],True,"[-5.218330383300781, -6.685970306396484, -8.342023849487305, -6.224328994750977, -11.015012741088867, -10.211111068725586, -8.263545989990234, -0.05949974060058594]",7,3],-0.0594997406005859,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c2_set_union,34,c2_set_union_34,True,[8],"9 8 4] [4 8]
[",-4.6591949462890625,[4 8 9],False,"[-5.374372482299805, -6.097820281982422, -4.765476226806641, -6.864032745361328, -3.9556102752685547, -6.626119613647461, 0.0, -1.2978534698486328]",6,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
AND,34,AND_34,True,[1],"1]
[3 1] [0 1",-4.821202278137207,[1],True,"[-11.21398639678955, -7.496733665466309, 0.0, -5.379385948181152, -7.024135589599609, -3.835031509399414, -10.650894165039062, -0.33362770080566406]",2,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
XOR,34,XOR_34,True,[2 5],"1 5]
[1 5] [2",-4.735755920410156,[1 5],False,"[-4.252161026000977, -9.415067672729492, -11.044292449951172, 0.0, -3.4552345275878906, -4.557746887207031, -2.8369998931884766, -7.943208694458008]",3,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c3_set_union_permuted,34,c3_set_union_permuted_34,True,[0 2 1 8],"0 1 8]
[0 1 2]",-3.56466293334961,[0 1 8],False,"[-4.015939712524414, -2.592313766479492, -3.809213638305664, -5.310848236083984, -4.573375701904297, -7.074361801147461, -11.719812393188477, -3.796110153198242]",1,0 8],-2.592313766479492,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c2_set_union_permuted,34,c2_set_union_permuted_34,True,[8],"1 8]
[1] [8 1",-6.243049621582031,[1 8],False,"[-4.231710433959961, -5.843927383422852, -8.155462265014648, -2.4437408447265625, -2.7962684631347656, -2.1229724884033203, -5.006336212158203, -6.7469635009765625]",5,8],-2.1229724884033203,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c1_set_union_permuted,34,c1_set_union_permuted_34,True,[9],"9]
[9 1] [1]",-7.039142608642578,[9],True,"[-3.809154510498047, -4.1859893798828125, -7.029882431030273, -5.685457229614258, -7.690935134887695, -2.0778636932373047, -1.181680679321289, -2.1457366943359375]",6,9],-1.181680679321289,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
XOR_permuted,34,XOR_permuted_34,True,[3 5],"3 1]
[3 1] [0",-4.374174118041992,[1 3],False,"[-8.256254196166992, -4.775400161743164, -5.591316223144531, -3.0627689361572266, -1.9553031921386719, -11.113679885864258, -2.1483592987060547, -8.941570281982422]",4,3 1],-1.955303192138672,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
AND_permuted,34,AND_permuted_34,True,[],"4]
[4] [4] [",-7.230283737182617,[4],False,"[-5.343996047973633, -8.20014762878418, -8.362194061279297, -10.683404922485352, 0.0, -9.439552307128906, -4.662923812866211, -2.2912979125976562]",4,],0.0,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
row_constant,35,row_constant_35,False,[7],"7]
[9] [9] [",-2.3377914428710938,[7],True,"[-6.013548851013184, -6.339874267578125, -4.7461700439453125, -0.05982017517089844, -5.308359146118164, -4.613615036010742, -5.440397262573242, -5.0393524169921875]",3,7],-0.0598201751708984,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
col_constant,35,col_constant_35,False,[3],"3]
[8] [7] [",-0.4156913757324219,[3],True,"[-3.997161865234375, -0.061229705810546875, -5.358524322509766, -5.535890579223633, -6.488986968994141, -5.271318435668945, -4.811492919921875, -6.3637847900390625]",1,3],-0.0612297058105468,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
dist3_diag1,35,dist3_diag1_35,False,[9],"9]
[9] [8] [",-3.369110107421875,[9],True,"[-1.9672183990478516, -2.236675262451172, -2.4536705017089844, -3.0410404205322266, -2.2284679412841797, -2.894174575805664, -2.9311256408691406, -1.2248783111572266]",7,9],-1.2248783111572266,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
dist3_diag2,35,dist3_diag2_35,False,[8],"8]
[8] [9] [",-2.383920669555664,[8],True,"[-4.1039581298828125, -4.9864501953125, -4.301603317260742, -5.750749588012695, -4.665300369262695, -5.1874847412109375, -3.7543792724609375, -0.11319351196289062]",7,8],-0.1131935119628906,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb0,35,two_rule_comb0_35,False,[8 9],"8 9]
[9 4] [5",-0.2603626251220703,"[8, 9]",True,"[-9.488138198852539, -0.01366424560546875, -13.518879890441895, -12.460208892822266, -7.846199035644531, -11.432596206665039, -11.124055862426758, -9.197314262390137]",1,8 9],-0.0136642456054687,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb1,35,two_rule_comb1_35,False,[4 1],"4 1]
[2 2] [7",-2.827119827270508,"[4, 1]",True,"[-5.547853469848633, -3.5629501342773438, -9.419395446777344, -9.26401138305664, -0.12957191467285156, -7.559513092041016, -10.020687103271484, -8.345199584960938]",4,4 1],-0.1295719146728515,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb2,35,two_rule_comb2_35,False,[7 6],"7 6]
[6 5] [7",-1.5763492584228516,"[7, 6]",True,"[-8.051826477050781, -0.9205436706542969, -7.803092956542969, -2.7611732482910156, -4.115961074829102, -5.727499008178711, -5.319881439208984, -3.9037113189697266]",1,7 6],-0.9205436706542968,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb3,35,two_rule_comb3_35,False,[0 1],"0 1]
[2 6] [0",-2.3923511505126953,"[0, 1]",True,"[-7.023157119750977, -6.904991149902344, -6.263336181640625, -4.283422470092773, -6.244546890258789, -8.655399322509766, -0.2139568328857422, -7.9088592529296875]",6,0 1],-0.2139568328857422,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb4,35,two_rule_comb4_35,False,[5 7],"5 6]
[6 6] [5",-3.7668418884277344,"[5, 6]",False,"[-2.2455806732177734, -5.876567840576172, -5.31279182434082, -6.554355621337891, -2.6779403686523438, -4.763393402099609, -2.518278121948242, -4.47956657409668]",0,4 5],-2.2455806732177734,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb5,35,two_rule_comb5_35,False,[0 0],"0 1]
[1 2] [0",-1.0548782348632812,"[0, 1]",False,"[-6.989534378051758, -2.993366241455078, -7.331205368041992, -5.4703216552734375, -5.46748161315918, -7.657688140869141, -3.4597911834716797, -3.7439308166503906]",1,0 2],-2.993366241455078,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb0,35,three_rule_comb0_35,False,[5 8 0],"5 8 0]
[5 8 5]",-4.136953353881836,"[5, 8, 0]",True,"[-8.454795837402344, -6.081586837768555, -9.931985855102539, -4.253942489624023, -8.644937515258789, -11.857954025268555, -0.2376270294189453, -10.458356857299805]",6,5 8 0],-0.2376270294189453,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb1,35,three_rule_comb1_35,False,[8 1 2],"8 1 2] [3 2 2]
",-4.212806701660156,"[8, 1, 2]",True,"[-11.041887283325195, -6.0139007568359375, -8.164915084838867, -5.369665145874023, -9.575416564941406, -10.752389907836914, -7.044370651245117, -1.8175716400146484]",7,8 1 2],-1.8175716400146484,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb2,35,three_rule_comb2_35,False,[1 0 3],"1 0 3]
[0 1 2]",-3.815359115600586,"[1, 0, 3]",True,"[-5.969432830810547, -8.168830871582031, -8.145689010620117, -5.7304229736328125, -1.1104297637939453, -10.452491760253906, -8.107280731201172, -10.555887222290039]",4,1 0 3],-1.110429763793945,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb3,35,three_rule_comb3_35,False,[3 3 8],"3 8 8]
[1 7 7]",-6.3532867431640625,"[3, 8, 8]",False,"[-7.6803741455078125, -8.241035461425781, -4.943881988525391, -5.053356170654297, -3.2817535400390625, -5.908000946044922, -9.942476272583008, -3.2835025787353516]",4,3 8 8],-3.2817535400390625,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb4,35,three_rule_comb4_35,False,[1 2 8],"1 7 8]
[2 6 7]",-3.700815200805664,"[1, 7, 8]",False,"[-10.048871994018555, -8.182098388671875, -7.4774017333984375, -3.8453845977783203, -11.311178207397461, -10.227033615112305, -7.631933212280273, -9.189777374267578]",3,1 2 8],-3.84538459777832,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb5,35,three_rule_comb5_35,False,[5 9 2],"5 8 2]
[5 8 2]",-2.596294403076172,"[5, 8, 2]",False,"[-12.809816360473633, -10.368228912353516, -13.395896911621094, -7.396747589111328, -13.394702911376953, -9.302812576293945, -13.053110122680664, -1.7074432373046875]",7,5 9 2],-1.7074432373046875,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb6,35,three_rule_comb6_35,False,[7 2 1],"7 7 3]
[3 7 3]",-7.784172058105469,"[7, 7, 3]",False,"[-4.499090194702148, -3.6954307556152344, -6.060413360595703, -4.022975921630859, -5.774097442626953, -6.1789093017578125, -4.706535339355469, -6.614799499511719]",1,7 2 1],-3.6954307556152344,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb7,35,three_rule_comb7_35,False,[2 3 1],"2 3 7]
[0 3 6]",-9.919933319091797,"[2, 3, 7]",False,"[-5.985744476318359, -5.149980545043945, -6.532217025756836, -5.548801422119141, -7.781644821166992, -7.030389785766602, -5.721225738525391, -7.688791275024414]",1,2 6 5],-5.149980545043945,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb8,35,three_rule_comb8_35,False,[9 0 9],"8 5 9]
[8 5 9]",-5.114501953125,"[8, 5, 9]",False,"[-8.101276397705078, -3.9087181091308594, -10.126556396484375, -8.168533325195312, -11.84687614440918, -8.873685836791992, -2.7211456298828125, -8.228057861328125]",6,9 0 9],-2.7211456298828125,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb9,35,three_rule_comb9_35,False,[6 4 0],"6 5 0]
[5 5 1]",-2.8585758209228516,"[6, 5, 0]",False,"[-8.167980194091797, -6.852804183959961, -10.922054290771484, -8.978374481201172, -6.397708892822266, -9.115209579467773, -5.302490234375, -3.680582046508789]",7,6 4 0],-3.680582046508789,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c3_set_union,35,c3_set_union_35,True,[0 5 2 3],"0 2 3]
[0 5] [",-5.870882034301758,[0 2 3],False,"[-3.1822967529296875, 0.0, -2.9323291778564453, -3.187528610229492, -2.7689132690429688, -3.9037551879882812, -4.498287200927734, -4.9932098388671875]",1,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c1_set_union,35,c1_set_union_35,True,[1],"1]
[5 2] [5]",-4.075778961181641,[1],True,"[-8.187952041625977, -5.488822937011719, -6.825475692749023, -5.088706970214844, -5.5316925048828125, -9.174009323120117, 0.0, -0.12168693542480469]",6,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c2_set_union,35,c2_set_union_35,True,[7],"7]
[3] [3 7]",-5.008424758911133,[7],True,"[-5.880340576171875, -1.054208755493164, 0.0, -4.931516647338867, -5.797611236572266, -5.363487243652344, -3.049549102783203, -4.007331848144531]",2,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
AND,35,AND_35,True,[9],"9]
[7] [3] [",-4.801977157592773,[9],True,"[-8.482769012451172, -0.10347366333007812, -5.934928894042969, -10.286941528320312, -11.105888366699219, -8.057558059692383, -15.03370475769043, -14.456991195678711]",1,9],-0.1034736633300781,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
XOR,35,XOR_35,True,[8 6],"6 4]
[4 6] [6",-5.199657440185547,[4 6],False,"[-8.799642562866211, -3.712543487548828, -10.440764427185059, -12.447622299194336, -7.884784698486328, -3.068737030029297, -2.8970489501953125, -6.974401473999023]",6,8 6],-2.8970489501953125,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c3_set_union_permuted,35,c3_set_union_permuted_35,True,[1 3 0 7],"0 7]
[3] [1]",-5.769710540771484,[0 7],False,"[-1.9299812316894531, -3.4999313354492188, -3.7608089447021484, 0.0, -3.404489517211914, -8.553421020507812, -2.673807144165039, -4.999320983886719]",3,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c2_set_union_permuted,35,c2_set_union_permuted_35,True,[4],"1 4 0] [4 0]
[",-5.2775421142578125,[0 1 4],False,"[-6.158840179443359, -5.879489898681641, 0.0, -2.316091537475586, -2.741579055786133, -4.902318954467773, -7.942604064941406, -7.668445587158203]",2,],0.0,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
c1_set_union_permuted,35,c1_set_union_permuted_35,True,[2],"2]
[2 8] [8]",-5.135585784912109,[2],True,"[-11.67759895324707, -4.1068878173828125, -8.361127853393555, -7.143314361572266, -0.5566425323486328, -4.966405868530273, -2.624248504638672, -7.611011505126953]",4,2],-0.5566425323486328,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
XOR_permuted,35,XOR_permuted_35,True,[6 0],"4 4]
[6 4] [7",-5.19917106628418,[4 4],False,"[-10.407036781311035, -3.7118892669677734, -3.953157424926758, -2.147916793823242, -9.125770568847656, -4.24567985534668, -13.659419059753418, -9.230310440063477]",3,6 0],-2.147916793823242,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
AND_permuted,35,AND_permuted_35,True,[],"6]
[6] [6] [",-8.131826400756836,[6],False,"[-2.849323272705078, -9.19888687133789, -5.403951644897461, -2.516916275024414, -7.804132461547852, -4.529727935791016, 0.0, -9.555513381958008]",6,],0.0,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
row_constant,36,row_constant_36,False,[4],"4]
[6] [6] [",-1.77557373046875,[4],True,"[-6.336855888366699, -5.986396789550781, -5.539655685424805, -5.287065505981445, -0.04227447509765625, -5.331090927124023, -5.873323440551758, -5.27924919128418]",4,4],-0.0422744750976562,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
col_constant,36,col_constant_36,False,[5],"5]
[9] [0] [",-0.2222232818603515,[5],True,"[-3.612842559814453, -4.563541412353516, -6.0354766845703125, -5.234960556030273, -4.103139877319336, -5.175207138061523, -5.5808258056640625, -0.09307479858398438]",7,5],-0.0930747985839843,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
dist3_diag1,36,dist3_diag1_36,False,[0],"0]
[5] [0] [",-2.2314491271972656,[0],True,"[-4.9750518798828125, -2.8638229370117188, -3.03753662109375, -3.6147384643554688, -5.736433029174805, -2.9619884490966797, -0.3822460174560547, -4.087545394897461]",6,0],-0.3822460174560547,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
dist3_diag2,36,dist3_diag2_36,False,[6],"6]
[6] [5] [",-2.217214584350586,[6],True,"[-3.529216766357422, -3.9018001556396484, -3.4188385009765625, -0.2194366455078125, -3.4918861389160156, -3.9455490112304688, -3.9828014373779297, -4.39251708984375]",3,6],-0.2194366455078125,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb0,36,two_rule_comb0_36,False,[6 5],"6 5]
[6 5] [6",-3.249452590942383,"[6, 5]",True,"[-9.297784805297852, -9.415843963623047, -5.545145034790039, -8.100849151611328, -6.067705154418945, -10.294816970825195, -8.686197280883789, -0.05099296569824219]",7,6 5],-0.0509929656982421,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb1,36,two_rule_comb1_36,False,[6 6],"6 6]
[9 4] [5",-3.1992969512939453,"[6, 6]",True,"[-7.135616302490234, -8.36152458190918, -10.421697616577148, -4.7107086181640625, -4.101871490478516, -7.314775466918945, -5.117565155029297, -0.3362865447998047]",7,6 6],-0.3362865447998047,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb2,36,two_rule_comb2_36,False,[8 0],"8 0]
[7 2] [8",-0.7729148864746094,"[8, 0]",True,"[-7.106412887573242, -0.49427032470703125, -5.851797103881836, -6.960672378540039, -4.1091156005859375, -8.14521598815918, -7.719600677490234, -4.876035690307617]",1,8 0],-0.4942703247070312,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb3,36,two_rule_comb3_36,False,[6 3],"6 3]
[0 5] [1",-2.342935562133789,"[6, 3]",True,"[-8.292573928833008, -0.07242774963378906, -8.550416946411133, -7.764734268188477, -8.094194412231445, -8.77039909362793, -9.386919021606445, -9.756200790405273]",1,6 3],-0.072427749633789,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb4,36,two_rule_comb4_36,False,[0 4],"1 8]
[2 9] [1",-4.149988174438477,"[1, 8]",False,"[-4.778057098388672, -4.558582305908203, -4.423393249511719, -5.173374176025391, -4.018583297729492, -4.542655944824219, -4.473350524902344, -3.303709030151367]",7,6 4],-3.303709030151367,False,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
two_rule_comb5,36,two_rule_comb5_36,False,[3 1],"3 3]
[4 3] [3",-1.835428237915039,"[3, 3]",False,"[-2.5416908264160156, -1.4250011444091797, -5.937601089477539, -8.581907272338867, -7.428434371948242, -8.196704864501953, -5.634578704833984, -8.243860244750977]",1,3 1],-1.4250011444091797,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
three_rule_comb0,36,three_rule_comb0_36,False,[1 4 8],"1 4 8]
[0 7 3]",-4.577756881713867,"[1, 4, 8]",True,"[-12.714401245117188, -9.947839736938477, -10.365089416503906, -5.950714111328125, -0.02996826171875, -12.497749328613281, -8.60719108581543, -9.538612365722656]",4,1 4 8],-0.02996826171875,True,OLMo 7B,step481000-tokens2128B,False,OLMo,7,481000
